epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
359,11207.5,0.85629,0.38896,0.96042,0.98397,0.95084,0.97676,0.71859,1.05451,0.36789,1.03424,0.0082279,0.0082279,0.0082279
360,11235.7,0.84443,0.3844,0.96419,0.98703,0.94715,0.97679,0.71883,1.05442,0.36776,1.03437,0.00822295,0.00822295,0.00822295
361,11264.5,0.84512,0.38481,0.95904,0.98739,0.94715,0.97684,0.71865,1.0546,0.36788,1.03455,0.008218,0.008218,0.008218
362,11293.3,0.85008,0.38803,0.96404,0.98703,0.94715,0.97687,0.71893,1.05453,0.36766,1.03456,0.00821305,0.00821305,0.00821305
363,11326.7,0.84962,0.38605,0.96034,0.98718,0.94717,0.97687,0.71867,1.05469,0.36722,1.0347,0.0082081,0.0082081,0.0082081
364,11358.4,0.84631,0.38205,0.96026,0.98718,0.94721,0.97704,0.71887,1.05519,0.36709,1.03485,0.00820315,0.00820315,0.00820315
365,11390.1,0.84431,0.38028,0.95899,0.98719,0.94759,0.97697,0.71897,1.05518,0.36738,1.03489,0.0081982,0.0081982,0.0081982
366,11421.7,0.84767,0.37846,0.96431,0.98717,0.94761,0.97702,0.71883,1.05517,0.36734,1.03497,0.00819325,0.00819325,0.00819325
367,11453.7,0.84668,0.38387,0.95715,0.98706,0.94761,0.97702,0.71887,1.05543,0.36757,1.03507,0.0081883,0.0081883,0.0081883
368,11485.7,0.85061,0.38257,0.95913,0.98718,0.94747,0.97703,0.71861,1.05561,0.36713,1.03497,0.00818335,0.00818335,0.00818335
369,11517.8,0.84245,0.38026,0.95632,0.98768,0.94715,0.977,0.7183,1.05584,0.36654,1.03508,0.0081784,0.0081784,0.0081784
370,11549.5,0.83642,0.37816,0.9597,0.98769,0.94715,0.97699,0.71902,1.05587,0.36593,1.03515,0.00817345,0.00817345,0.00817345
371,11583.8,0.84519,0.37861,0.95821,0.98709,0.94806,0.97693,0.71892,1.05618,0.36605,1.03527,0.0081685,0.0081685,0.0081685
372,11617.3,0.83789,0.37921,0.95264,0.98719,0.94812,0.97588,0.71977,1.05629,0.36603,1.03528,0.00816355,0.00816355,0.00816355
373,11648,0.83862,0.38067,0.95527,0.98627,0.94922,0.97586,0.71938,1.05651,0.36636,1.03535,0.0081586,0.0081586,0.0081586
374,11679,0.84149,0.3807,0.9579,0.98627,0.94919,0.97674,0.71934,1.05682,0.36635,1.03549,0.00815365,0.00815365,0.00815365
375,11709.7,0.84305,0.37967,0.96095,0.98636,0.94897,0.97672,0.71902,1.05681,0.36602,1.03549,0.0081487,0.0081487,0.0081487
376,11740.7,0.84341,0.38178,0.95833,0.98651,0.94897,0.97655,0.71908,1.05705,0.36595,1.03545,0.00814375,0.00814375,0.00814375
377,11771.6,0.83827,0.37967,0.95752,0.98646,0.94897,0.97707,0.71948,1.05728,0.36641,1.0355,0.0081388,0.0081388,0.0081388
378,11804.3,0.83993,0.3812,0.9607,0.98674,0.94921,0.97706,0.7189,1.05737,0.36593,1.03553,0.00813385,0.00813385,0.00813385
379,11837.7,0.84984,0.38344,0.96226,0.98715,0.94897,0.97705,0.71884,1.05742,0.36641,1.03568,0.0081289,0.0081289,0.0081289
380,11871.1,0.83713,0.37743,0.95942,0.98674,0.94898,0.97707,0.71917,1.05729,0.36675,1.03571,0.00812395,0.00812395,0.00812395
381,11905.5,0.83769,0.37868,0.95732,0.98674,0.949,0.97706,0.71873,1.05736,0.36683,1.03573,0.008119,0.008119,0.008119
382,11939.6,0.8295,0.37641,0.95349,0.98674,0.94931,0.9771,0.71861,1.05749,0.36656,1.03575,0.00811405,0.00811405,0.00811405
383,11973.5,0.83097,0.37515,0.95148,0.98672,0.94989,0.97707,0.71876,1.05768,0.36675,1.03564,0.0081091,0.0081091,0.0081091
384,12006.3,0.84029,0.38383,0.96044,0.98663,0.94989,0.97613,0.71862,1.05816,0.36698,1.03585,0.00810415,0.00810415,0.00810415
385,12036.7,0.83618,0.37719,0.95704,0.98675,0.94964,0.97595,0.71854,1.05815,0.36751,1.03586,0.0080992,0.0080992,0.0080992
386,12068,0.83973,0.37931,0.95641,0.98674,0.94955,0.97596,0.71827,1.05809,0.36802,1.03593,0.00809425,0.00809425,0.00809425
387,12099.4,0.83467,0.37774,0.95273,0.98679,0.94943,0.97592,0.71819,1.0583,0.36816,1.03601,0.0080893,0.0080893,0.0080893
388,12130.6,0.8318,0.37837,0.956,0.98675,0.94943,0.97592,0.71761,1.05833,0.36825,1.03614,0.00808435,0.00808435,0.00808435
389,12163.9,0.83864,0.37919,0.95703,0.98648,0.94989,0.97594,0.71818,1.05856,0.36823,1.03613,0.0080794,0.0080794,0.0080794
390,12197.2,0.83218,0.37499,0.95644,0.98674,0.94954,0.97595,0.71794,1.05882,0.36811,1.03624,0.00807445,0.00807445,0.00807445
391,12230.5,0.82918,0.3773,0.95292,0.98582,0.95049,0.97596,0.71769,1.0588,0.36791,1.03628,0.0080695,0.0080695,0.0080695
392,12263.6,0.83392,0.37698,0.95469,0.98628,0.94982,0.97595,0.71764,1.05881,0.36751,1.03644,0.00806455,0.00806455,0.00806455
393,12296.9,0.83536,0.37942,0.95624,0.98628,0.94979,0.97598,0.7177,1.05903,0.36775,1.03652,0.0080596,0.0080596,0.0080596
394,12330.4,0.83441,0.37904,0.95738,0.98602,0.94943,0.97597,0.71738,1.05941,0.36762,1.03647,0.00805465,0.00805465,0.00805465
395,12363.4,0.83386,0.37971,0.95332,0.98586,0.94943,0.97599,0.71729,1.05945,0.36759,1.03672,0.0080497,0.0080497,0.0080497
396,12393.7,0.82799,0.37729,0.95491,0.98607,0.94943,0.97605,0.71772,1.05955,0.36775,1.03668,0.00804475,0.00804475,0.00804475
397,12424.1,0.8337,0.37715,0.95454,0.98592,0.94943,0.97604,0.71808,1.06008,0.36764,1.03675,0.0080398,0.0080398,0.0080398
398,12457.1,0.83381,0.37932,0.95754,0.98582,0.95046,0.97606,0.71792,1.06005,0.36775,1.0369,0.00803485,0.00803485,0.00803485
399,12491.5,0.8285,0.37821,0.95244,0.98583,0.95054,0.97608,0.71797,1.06016,0.3682,1.03713,0.0080299,0.0080299,0.0080299
400,12525.3,0.8197,0.37133,0.9512,0.98582,0.95028,0.97607,0.71788,1.06055,0.36773,1.03721,0.00802495,0.00802495,0.00802495
401,12558.5,0.82834,0.37833,0.95235,0.98582,0.95009,0.97625,0.71789,1.06072,0.36744,1.0373,0.00802,0.00802,0.00802
402,12592.3,0.8229,0.37597,0.94858,0.98505,0.9508,0.977,0.71797,1.06071,0.36726,1.03728,0.00801505,0.00801505,0.00801505
403,12625.7,0.82655,0.37805,0.94822,0.98491,0.95139,0.97699,0.71814,1.06084,0.3671,1.03721,0.0080101,0.0080101,0.0080101
404,12659.6,0.82626,0.37831,0.95167,0.98471,0.95171,0.97756,0.71857,1.06095,0.3669,1.03736,0.00800515,0.00800515,0.00800515
405,12693.4,0.82067,0.37604,0.94937,0.98445,0.95216,0.97753,0.71858,1.06096,0.36679,1.03746,0.0080002,0.0080002,0.0080002
406,12727.1,0.82861,0.37852,0.95146,0.98445,0.95199,0.97746,0.71853,1.06104,0.36665,1.03752,0.00799525,0.00799525,0.00799525
407,12760.8,0.82594,0.37627,0.95553,0.98445,0.95196,0.97743,0.71841,1.0612,0.36689,1.03765,0.0079903,0.0079903,0.0079903
408,12795.1,0.81923,0.37352,0.95181,0.98409,0.95171,0.97742,0.71864,1.06146,0.36663,1.03777,0.00798535,0.00798535,0.00798535
409,12829.4,0.8219,0.37565,0.94979,0.98402,0.95171,0.9774,0.71858,1.06185,0.36665,1.03786,0.0079804,0.0079804,0.0079804
410,12863.6,0.82149,0.37678,0.95107,0.98404,0.95171,0.97737,0.71837,1.06218,0.3663,1.038,0.00797545,0.00797545,0.00797545
411,12898.2,0.82061,0.37533,0.94945,0.98372,0.95171,0.97734,0.71793,1.06242,0.36652,1.03812,0.0079705,0.0079705,0.0079705
412,12932.7,0.82379,0.37729,0.9498,0.98353,0.95193,0.97729,0.7184,1.06232,0.36672,1.03809,0.00796555,0.00796555,0.00796555
413,12966.7,0.82353,0.37837,0.95114,0.98352,0.95188,0.9772,0.71811,1.0623,0.36644,1.03816,0.0079606,0.0079606,0.0079606
414,13000.7,0.81563,0.37461,0.94685,0.98352,0.95186,0.97718,0.71847,1.06255,0.36587,1.03828,0.00795565,0.00795565,0.00795565
415,13034.8,0.82759,0.37695,0.95291,0.98353,0.95226,0.97698,0.71861,1.06281,0.36626,1.0384,0.0079507,0.0079507,0.0079507
416,13069.1,0.82428,0.37492,0.94775,0.98353,0.95229,0.97697,0.71852,1.06274,0.36552,1.03841,0.00794575,0.00794575,0.00794575
417,13101.4,0.82452,0.37462,0.95487,0.98353,0.95229,0.97705,0.71828,1.06312,0.36611,1.03855,0.0079408,0.0079408,0.0079408
418,13135.3,0.8161,0.37322,0.94861,0.983,0.95216,0.97668,0.71836,1.06342,0.3658,1.03865,0.00793585,0.00793585,0.00793585
419,13169.4,0.81308,0.37215,0.94957,0.98353,0.95198,0.97663,0.71792,1.06356,0.36552,1.03862,0.0079309,0.0079309,0.0079309
420,13202.7,0.82084,0.37586,0.95127,0.98353,0.95204,0.97666,0.71771,1.06366,0.36571,1.03886,0.00792595,0.00792595,0.00792595
421,13236.3,0.81798,0.37098,0.94976,0.98352,0.95216,0.9766,0.7178,1.06402,0.36499,1.0389,0.007921,0.007921,0.007921
422,13270.2,0.81931,0.3773,0.95095,0.98343,0.95216,0.97665,0.71763,1.06418,0.3649,1.03899,0.00791605,0.00791605,0.00791605
423,13303.4,0.8092,0.37157,0.94871,0.98345,0.95216,0.9769,0.71785,1.06446,0.36459,1.03903,0.0079111,0.0079111,0.0079111
424,13336.7,0.81135,0.37284,0.94814,0.98353,0.95206,0.9769,0.71751,1.06485,0.36436,1.03919,0.00790615,0.00790615,0.00790615
425,13370.6,0.81367,0.37179,0.94755,0.984,0.9524,0.97747,0.71752,1.0651,0.36425,1.03939,0.0079012,0.0079012,0.0079012
426,13404.3,0.80464,0.36953,0.94405,0.98385,0.95216,0.9775,0.71785,1.06536,0.36447,1.03937,0.00789625,0.00789625,0.00789625
427,13438.9,0.8175,0.37394,0.9497,0.98399,0.95212,0.97746,0.71795,1.06541,0.36434,1.0394,0.0078913,0.0078913,0.0078913
428,13472.2,0.81063,0.36881,0.94859,0.98399,0.95205,0.97689,0.7173,1.06572,0.3641,1.03948,0.00788635,0.00788635,0.00788635
429,13505.2,0.80568,0.36909,0.95157,0.98399,0.95196,0.97673,0.71736,1.06591,0.36453,1.03956,0.0078814,0.0078814,0.0078814
430,13539,0.81636,0.37257,0.95009,0.98399,0.95194,0.97671,0.71721,1.06623,0.3647,1.03984,0.00787645,0.00787645,0.00787645
431,13572.6,0.80477,0.37047,0.94378,0.98399,0.95191,0.97669,0.71706,1.0663,0.36573,1.03991,0.0078715,0.0078715,0.0078715
432,13605.9,0.81312,0.36973,0.94879,0.98399,0.95178,0.97656,0.71697,1.06632,0.36571,1.04002,0.00786655,0.00786655,0.00786655
433,13640.4,0.80853,0.3695,0.94633,0.98461,0.95171,0.97663,0.7171,1.06637,0.36616,1.04013,0.0078616,0.0078616,0.0078616
434,13674.7,0.80271,0.36949,0.94128,0.98471,0.95171,0.97656,0.71718,1.06674,0.36583,1.04028,0.00785665,0.00785665,0.00785665
435,13707.8,0.80608,0.36911,0.95031,0.98429,0.95216,0.97653,0.71679,1.06691,0.36532,1.04038,0.0078517,0.0078517,0.0078517
436,13741.5,0.8085,0.37022,0.94945,0.98427,0.95216,0.97649,0.71679,1.06694,0.36516,1.04046,0.00784675,0.00784675,0.00784675
437,13775.4,0.80707,0.37128,0.94642,0.98441,0.95216,0.97644,0.71632,1.06709,0.36561,1.04067,0.0078418,0.0078418,0.0078418
438,13809,0.80695,0.36965,0.94559,0.9844,0.95216,0.97637,0.71636,1.06722,0.36521,1.04065,0.00783685,0.00783685,0.00783685
439,13843.2,0.80649,0.36814,0.94349,0.98438,0.95216,0.97623,0.71629,1.06755,0.3653,1.04068,0.0078319,0.0078319,0.0078319
440,13875.7,0.8025,0.36543,0.94471,0.98392,0.95216,0.97621,0.71646,1.06777,0.36558,1.04076,0.00782695,0.00782695,0.00782695
441,13906.3,0.81324,0.37495,0.949,0.98412,0.95216,0.97616,0.71642,1.06781,0.36486,1.04083,0.007822,0.007822,0.007822
442,13937.4,0.80629,0.36923,0.94398,0.98409,0.95216,0.97622,0.71683,1.06797,0.36495,1.04091,0.00781705,0.00781705,0.00781705
443,13967.3,0.80488,0.36634,0.94512,0.98427,0.95216,0.97619,0.717,1.06806,0.36463,1.04095,0.0078121,0.0078121,0.0078121
444,13998.5,0.80716,0.3726,0.94662,0.98433,0.95216,0.97686,0.71665,1.06841,0.36485,1.04116,0.00780715,0.00780715,0.00780715
445,14029.4,0.80286,0.36546,0.94128,0.98455,0.95216,0.9768,0.71666,1.06857,0.36488,1.04119,0.0078022,0.0078022,0.0078022
446,14060.5,0.80837,0.36712,0.94463,0.98456,0.95216,0.97623,0.71698,1.06868,0.36487,1.0412,0.00779725,0.00779725,0.00779725
447,14091.3,0.8006,0.3682,0.94212,0.98445,0.95216,0.97656,0.71711,1.0691,0.36516,1.04144,0.0077923,0.0077923,0.0077923
448,14122.8,0.8054,0.37107,0.94452,0.98462,0.95171,0.9762,0.7172,1.06927,0.36469,1.04153,0.00778735,0.00778735,0.00778735
449,14153.7,0.80562,0.37107,0.93962,0.98953,0.94703,0.97641,0.71713,1.06902,0.36451,1.04135,0.0077824,0.0077824,0.0077824
450,14184.7,0.80167,0.37098,0.94442,0.98604,0.94897,0.97641,0.71666,1.06956,0.3645,1.04166,0.00777745,0.00777745,0.00777745
451,14215.2,0.80095,0.3654,0.93999,0.98645,0.94852,0.97622,0.71614,1.06968,0.36486,1.0418,0.0077725,0.0077725,0.0077725
452,14246.9,0.79301,0.36249,0.93996,0.98427,0.95171,0.97623,0.71676,1.06979,0.36538,1.042,0.00776755,0.00776755,0.00776755
453,14278.3,0.79441,0.36577,0.93843,0.98953,0.94711,0.97622,0.71642,1.0698,0.36559,1.04204,0.0077626,0.0077626,0.0077626
454,14310.5,0.79695,0.36717,0.94219,0.98905,0.94663,0.97589,0.71661,1.07011,0.36581,1.04213,0.00775765,0.00775765,0.00775765
455,14341.6,0.79867,0.36672,0.94178,0.98905,0.94664,0.97586,0.71648,1.07022,0.36623,1.04227,0.0077527,0.0077527,0.0077527
456,14373.3,0.79721,0.36616,0.94156,0.98835,0.9467,0.97576,0.71653,1.07046,0.36552,1.04223,0.00774775,0.00774775,0.00774775
457,14404.6,0.80233,0.36598,0.9473,0.98811,0.94672,0.97582,0.716,1.07083,0.36573,1.04227,0.0077428,0.0077428,0.0077428
458,14435.8,0.80044,0.36672,0.94262,0.98502,0.94897,0.97576,0.71557,1.071,0.36557,1.0424,0.00773785,0.00773785,0.00773785
459,14467.5,0.79334,0.36326,0.93956,0.98487,0.94903,0.97558,0.71564,1.07111,0.36517,1.04238,0.0077329,0.0077329,0.0077329
460,14498.7,0.7927,0.36276,0.93833,0.9844,0.94883,0.97508,0.71533,1.07148,0.36461,1.04253,0.00772795,0.00772795,0.00772795
461,14529.9,0.7972,0.36762,0.94254,0.98678,0.94715,0.97512,0.71467,1.07166,0.36436,1.04264,0.007723,0.007723,0.007723
462,14561.5,0.78569,0.36102,0.94239,0.98678,0.94715,0.9752,0.71526,1.07183,0.36417,1.0428,0.00771805,0.00771805,0.00771805
463,14592.7,0.79493,0.3684,0.93852,0.98676,0.94715,0.97524,0.71526,1.07245,0.36385,1.04301,0.0077131,0.0077131,0.0077131
464,14623.8,0.79524,0.36561,0.94248,0.98677,0.94715,0.97563,0.71517,1.07257,0.36426,1.04315,0.00770815,0.00770815,0.00770815
465,14655.4,0.79282,0.36238,0.94032,0.98684,0.94715,0.97564,0.71541,1.07308,0.36449,1.04337,0.0077032,0.0077032,0.0077032
466,14686.8,0.7943,0.36218,0.94299,0.98718,0.94711,0.97564,0.71542,1.07339,0.36438,1.04356,0.00769825,0.00769825,0.00769825
467,14719,0.79791,0.36666,0.94183,0.98687,0.9467,0.97559,0.71544,1.07366,0.36495,1.04353,0.0076933,0.0076933,0.0076933
468,14750.5,0.78851,0.36309,0.93956,0.98684,0.9467,0.9756,0.71528,1.0739,0.36469,1.04358,0.00768835,0.00768835,0.00768835
469,14782.5,0.7893,0.36575,0.94101,0.98685,0.9467,0.9756,0.71556,1.07419,0.36442,1.04382,0.0076834,0.0076834,0.0076834
470,14813.6,0.79041,0.36412,0.93875,0.98744,0.94715,0.97581,0.71555,1.07437,0.36421,1.04374,0.00767845,0.00767845,0.00767845
471,14844.6,0.79128,0.36403,0.94083,0.98738,0.94715,0.97566,0.71596,1.07457,0.36428,1.04381,0.0076735,0.0076735,0.0076735
472,14875.5,0.78729,0.36384,0.94223,0.98729,0.9467,0.97568,0.71603,1.07503,0.36405,1.04395,0.00766855,0.00766855,0.00766855
473,14907.2,0.79022,0.36372,0.94323,0.98801,0.9467,0.97568,0.71589,1.07527,0.36431,1.04419,0.0076636,0.0076636,0.0076636
474,14938.8,0.78856,0.36706,0.93698,0.98858,0.94669,0.97565,0.7159,1.07539,0.36462,1.04424,0.00765865,0.00765865,0.00765865
475,14970.6,0.79037,0.36311,0.9416,0.9882,0.9467,0.97573,0.71581,1.07546,0.36487,1.04437,0.0076537,0.0076537,0.0076537
476,15002.3,0.78513,0.36159,0.93963,0.98834,0.9467,0.97581,0.71549,1.07552,0.36476,1.04444,0.00764875,0.00764875,0.00764875
477,15034.4,0.79178,0.36523,0.94196,0.98859,0.94693,0.97585,0.71557,1.07549,0.3644,1.04433,0.0076438,0.0076438,0.0076438
478,15065.7,0.78349,0.35917,0.9322,0.98858,0.94687,0.9754,0.7155,1.0761,0.36429,1.04454,0.00763885,0.00763885,0.00763885
479,15097.1,0.79007,0.3653,0.93889,0.98811,0.94691,0.97532,0.71553,1.07606,0.36391,1.04462,0.0076339,0.0076339,0.0076339
480,15128.5,0.7881,0.36355,0.93701,0.98793,0.9467,0.97529,0.71549,1.07631,0.36359,1.04474,0.00762895,0.00762895,0.00762895
481,15160,0.78828,0.36474,0.93933,0.98799,0.9467,0.97531,0.71576,1.0765,0.36403,1.04477,0.007624,0.007624,0.007624
482,15193.6,0.78992,0.3617,0.93668,0.98789,0.9467,0.97575,0.71557,1.07663,0.36389,1.04489,0.00761905,0.00761905,0.00761905
483,15228.2,0.7844,0.35879,0.93771,0.98811,0.94673,0.97516,0.71561,1.07686,0.3641,1.04488,0.0076141,0.0076141,0.0076141
484,15261.7,0.77991,0.3573,0.93454,0.98779,0.94715,0.97519,0.71575,1.07717,0.36393,1.04501,0.00760915,0.00760915,0.00760915
485,15294.5,0.79041,0.36107,0.93921,0.98784,0.94715,0.97521,0.71526,1.07707,0.36406,1.04505,0.0076042,0.0076042,0.0076042
486,15327.4,0.78688,0.36334,0.93941,0.98788,0.94715,0.97524,0.71582,1.07743,0.36381,1.0453,0.00759925,0.00759925,0.00759925
487,15360.3,0.78208,0.36066,0.93761,0.98788,0.94715,0.97553,0.71599,1.07789,0.36368,1.04546,0.0075943,0.0075943,0.0075943
488,15393.5,0.78345,0.36314,0.9383,0.98766,0.94781,0.97547,0.71582,1.07792,0.36355,1.04546,0.00758935,0.00758935,0.00758935
489,15426.1,0.78135,0.36131,0.93858,0.98766,0.94779,0.97541,0.71597,1.07803,0.36389,1.04542,0.0075844,0.0075844,0.0075844
490,15460.3,0.78634,0.3651,0.9375,0.98766,0.94774,0.97522,0.71561,1.0782,0.36344,1.04557,0.00757945,0.00757945,0.00757945
491,15496.2,0.78365,0.36381,0.93868,0.98766,0.94795,0.97522,0.7159,1.07854,0.36398,1.04584,0.0075745,0.0075745,0.0075745
492,15530.1,0.78488,0.35934,0.93887,0.98766,0.9478,0.97524,0.71594,1.07878,0.36406,1.04603,0.00756955,0.00756955,0.00756955
493,15563,0.78408,0.36006,0.93753,0.9883,0.94761,0.97523,0.7157,1.07897,0.36376,1.04611,0.0075646,0.0075646,0.0075646
494,15595.3,0.778,0.36011,0.93694,0.988,0.94761,0.97525,0.71542,1.0791,0.36348,1.04615,0.00755965,0.00755965,0.00755965
495,15629.3,0.77749,0.35599,0.9376,0.98775,0.94761,0.97527,0.7154,1.07965,0.36318,1.0462,0.0075547,0.0075547,0.0075547
496,15663.5,0.77956,0.361,0.93835,0.98579,0.94821,0.97578,0.71535,1.07985,0.36287,1.04632,0.00754975,0.00754975,0.00754975
497,15697.3,0.77385,0.35791,0.93317,0.98579,0.94799,0.97561,0.71544,1.08002,0.36276,1.04638,0.0075448,0.0075448,0.0075448
498,15730.1,0.7763,0.3553,0.93385,0.98579,0.94846,0.97579,0.71544,1.08014,0.36278,1.04639,0.00753985,0.00753985,0.00753985
499,15763.3,0.78058,0.35822,0.93448,0.98579,0.94805,0.97558,0.71557,1.08056,0.36272,1.04653,0.0075349,0.0075349,0.0075349
500,15796,0.78102,0.35702,0.93581,0.98532,0.94826,0.97573,0.71522,1.08071,0.3631,1.04654,0.00752995,0.00752995,0.00752995
501,15829.4,0.77214,0.35888,0.9361,0.98533,0.94837,0.97548,0.71482,1.08086,0.36296,1.04674,0.007525,0.007525,0.007525
502,15862,0.78182,0.36121,0.9382,0.98531,0.94725,0.97539,0.71481,1.08111,0.36278,1.0469,0.00752005,0.00752005,0.00752005
503,15895,0.77193,0.3562,0.93477,0.9842,0.94989,0.97546,0.7147,1.0814,0.3622,1.04704,0.0075151,0.0075151,0.0075151
504,15927,0.77991,0.36092,0.93373,0.98441,0.94936,0.97569,0.71495,1.08153,0.36209,1.04708,0.00751015,0.00751015,0.00751015
505,15959.3,0.77583,0.35942,0.93416,0.98488,0.94992,0.97576,0.71529,1.08152,0.36218,1.04725,0.0075052,0.0075052,0.0075052
506,15992.2,0.77618,0.35761,0.93621,0.98442,0.9499,0.97567,0.71482,1.08169,0.36248,1.04735,0.00750025,0.00750025,0.00750025
507,16025.4,0.77762,0.36136,0.9352,0.98442,0.94995,0.97567,0.71454,1.08192,0.36223,1.04761,0.0074953,0.0074953,0.0074953
508,16059.3,0.77009,0.35686,0.93307,0.98442,0.94995,0.97546,0.71503,1.08182,0.36216,1.04783,0.00749035,0.00749035,0.00749035
509,16091.5,0.77894,0.36024,0.93309,0.98529,0.94989,0.97574,0.71476,1.08212,0.36248,1.04801,0.0074854,0.0074854,0.0074854
510,16124.1,0.77903,0.36001,0.93715,0.98442,0.9499,0.97545,0.7144,1.08226,0.36282,1.04809,0.00748045,0.00748045,0.00748045
511,16156.9,0.77716,0.35935,0.9378,0.98489,0.95009,0.97561,0.71488,1.08251,0.36312,1.0483,0.0074755,0.0074755,0.0074755
512,16189.1,0.77206,0.35732,0.93425,0.98501,0.94989,0.97564,0.71473,1.08286,0.36298,1.04852,0.00747055,0.00747055,0.00747055
513,16221.2,0.77259,0.35883,0.93024,0.98498,0.94989,0.97563,0.71473,1.08329,0.36268,1.0486,0.0074656,0.0074656,0.0074656
514,16254.1,0.76582,0.35487,0.9351,0.98498,0.94989,0.97564,0.7147,1.08328,0.36251,1.04866,0.00746065,0.00746065,0.00746065
515,16288.3,0.77134,0.35803,0.93308,0.98527,0.94989,0.97564,0.71467,1.08337,0.36231,1.04879,0.0074557,0.0074557,0.0074557
516,16323.7,0.77599,0.35945,0.93941,0.98476,0.94989,0.9756,0.71406,1.08365,0.3619,1.04893,0.00745075,0.00745075,0.00745075
517,16359.1,0.76594,0.35758,0.93575,0.98629,0.95034,0.97607,0.71455,1.08383,0.36163,1.04925,0.0074458,0.0074458,0.0074458
518,16394,0.76777,0.36001,0.93359,0.98581,0.94927,0.97571,0.71407,1.08402,0.36191,1.04938,0.00744085,0.00744085,0.00744085
519,16428.8,0.77702,0.35852,0.93626,0.98581,0.94975,0.97596,0.71477,1.08401,0.36219,1.04956,0.0074359,0.0074359,0.0074359
520,16464.1,0.77398,0.36036,0.93576,0.98628,0.94974,0.97603,0.714,1.08438,0.36193,1.04971,0.00743095,0.00743095,0.00743095
521,16499.7,0.76481,0.35424,0.93182,0.98581,0.94977,0.97595,0.71409,1.08471,0.3617,1.04975,0.007426,0.007426,0.007426
522,16534.6,0.76929,0.35612,0.93129,0.98659,0.94897,0.976,0.71405,1.08479,0.36199,1.04982,0.00742105,0.00742105,0.00742105
523,16569.4,0.76064,0.35414,0.92974,0.9861,0.94897,0.97597,0.71393,1.08507,0.36239,1.04989,0.0074161,0.0074161,0.0074161
524,16604.5,0.7691,0.35606,0.92883,0.9861,0.94897,0.97617,0.71443,1.08525,0.36272,1.05015,0.00741115,0.00741115,0.00741115
525,16639.6,0.77053,0.35778,0.93354,0.98605,0.94897,0.976,0.71432,1.08548,0.36251,1.05024,0.0074062,0.0074062,0.0074062
526,16674.2,0.76664,0.35473,0.93044,0.98659,0.94897,0.97608,0.71402,1.08577,0.36244,1.05039,0.00740125,0.00740125,0.00740125
527,16708.6,0.76269,0.35646,0.92916,0.98632,0.94897,0.97603,0.71468,1.08614,0.36278,1.0506,0.0073963,0.0073963,0.0073963
528,16744.5,0.76298,0.35756,0.93072,0.98674,0.94894,0.97601,0.71464,1.08654,0.3626,1.05075,0.00739135,0.00739135,0.00739135
529,16781.3,0.77315,0.36066,0.93547,0.98685,0.94852,0.97602,0.7146,1.08707,0.36264,1.05081,0.0073864,0.0073864,0.0073864
530,16817,0.76045,0.35154,0.93254,0.98673,0.94872,0.97603,0.71438,1.08721,0.3625,1.05095,0.00738145,0.00738145,0.00738145
531,16854.2,0.76524,0.35511,0.93221,0.98716,0.94852,0.97605,0.71437,1.08744,0.36283,1.05099,0.0073765,0.0073765,0.0073765
532,16891.5,0.76448,0.35505,0.93167,0.98784,0.94852,0.976,0.71462,1.08727,0.36302,1.05127,0.00737155,0.00737155,0.00737155
533,16928.9,0.75906,0.35508,0.92931,0.98777,0.94852,0.97609,0.71411,1.08767,0.3629,1.05134,0.0073666,0.0073666,0.0073666
534,16966.6,0.76153,0.35534,0.93392,0.98796,0.94852,0.97634,0.71427,1.08811,0.36304,1.05168,0.00736165,0.00736165,0.00736165
535,17002.6,0.76545,0.3578,0.93314,0.9879,0.94806,0.97633,0.71421,1.08785,0.36344,1.05172,0.0073567,0.0073567,0.0073567
536,17039,0.75924,0.35346,0.92922,0.98798,0.94806,0.97636,0.71386,1.08823,0.36359,1.05185,0.00735175,0.00735175,0.00735175
537,17075.3,0.75824,0.35194,0.93142,0.98789,0.94806,0.97633,0.71372,1.0885,0.36352,1.05199,0.0073468,0.0073468,0.0073468
538,17112.1,0.75885,0.35468,0.9299,0.98787,0.94806,0.97617,0.71379,1.0887,0.36381,1.05212,0.00734185,0.00734185,0.00734185
539,17148.9,0.76057,0.35545,0.92679,0.98832,0.94852,0.97634,0.71294,1.08883,0.36326,1.05222,0.0073369,0.0073369,0.0073369
540,17185,0.76279,0.35578,0.93332,0.98849,0.94852,0.97634,0.71291,1.08914,0.36321,1.05234,0.00733195,0.00733195,0.00733195
541,17220.9,0.76448,0.35819,0.93402,0.9885,0.94852,0.97639,0.71264,1.08914,0.36324,1.0525,0.007327,0.007327,0.007327
542,17257,0.75348,0.35451,0.92799,0.98852,0.94852,0.97637,0.71269,1.08924,0.36336,1.05261,0.00732205,0.00732205,0.00732205
543,17293.1,0.75501,0.3507,0.92916,0.98875,0.94852,0.9764,0.71233,1.08935,0.36309,1.05281,0.0073171,0.0073171,0.0073171
